name,price,weight,pricePerGram,coupangLink,sourceKeyword,productId
"청정원 천일염 가는소금","4200","1000","4.2","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=5115961078&itemId=8166929407&vendorItemId=75455104060&traceid=V0-153-c366eb29e36944a9&requestid=20260226211427525200297616&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","소금","5115961078"
"샘표 명품 구운소금","5400","1000","5.4","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=6837421060&itemId=17943168645&vendorItemId=85101033666&traceid=V0-153-b950baa1ba4deb59&requestid=20260226211427525200297616&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","소금","6837421060"
"소금성 히말랴야 핑크소금 가는입자","5490","1000","5.49","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=7423462984&itemId=2615759288&vendorItemId=76637461176&traceid=V0-153-9f73a7649f089dad&requestid=20260226211427525200297616&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","소금","7423462984"
"게랑드 가는 토판 천일염","5980","1000","5.98","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=7770026812&itemId=12892559862&vendorItemId=82802315287&traceid=V0-153-d740771c78febd89&requestid=20260226211427525200297616&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","소금","7770026812"
"청정원 순수천혜염 알칼리 구운소금","9380","1000","9.38","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=8167421244&itemId=17823029788&vendorItemId=3013430136&traceid=V0-153-49e60e04ee28d9fa&requestid=20260226211427525200297616&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","소금","8167421244"
"솔티드다이아 미네랄 용융 소금, 30회분, 5개","54500","1000","54.5","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=8784808313&itemId=26092771380&vendorItemId=94563303704&traceid=V0-153-1697d8703be9bec8&clickBeacon=b233f1c0-130c-11f1-acbc-4a856ab8aeda%7E3&requestid=20260226211427525200297616&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","소금","8784808313"
"새롬푸드 분당, 1개, 3kg","9900","3000","3.3","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=8534071399&itemId=24703868279&vendorItemId=91713429324&traceid=V0-153-41dad11a4a4c139d&clickBeacon=b202f6b0-130c-11f1-97d5-15e2b2ee8ad0%7E3&requestid=20260226211427193047659376&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","슈가파우더","8534071399"
"곰곰 슈가파우더","4490","1000","4.49","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=8518158259&itemId=24661390105&vendorItemId=91671822983&traceid=V0-153-04f11147154fa7ed&requestid=20260226211427193047659376&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","슈가파우더","8518158259"
"쿠킹스토리 슈가파우더","9900","1000","9.9","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=4558476605&itemId=5547508248&vendorItemId=4649687333&traceid=V0-153-bb32bd928eb71dd5&requestid=20260226211427193047659376&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","슈가파우더","4558476605"
"OQB 슈가파우더","14990","1000","14.99","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=7773939363&itemId=20994989711&vendorItemId=74002046064&traceid=V0-153-5505dabc1a7bee32&requestid=20260226211427193047659376&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","슈가파우더","7773939363"
"아레스 제로슈가 민트초코 라떼 파우더, 1개, 1개입, 500g","17000","500","34.0","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=8631468895&itemId=25041393566&vendorItemId=92046043369&traceid=V0-153-f5f8a9e1ba7f9e1d&clickBeacon=b202f6b0-130c-11f1-b6bc-4bd380dd1743%7E3&requestid=20260226211427193047659376&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","슈가파우더","8631468895"
"슈가반죽 국내생산 컬러반죽 비비드 패키지 360g 슈가크래프트 폰던트 파우더 케이크 케익 도우 공예 [원산지:국산], 360g, 1개","16500","360","45.8333","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=8771744085&itemId=25515809184&vendorItemId=92506704201&traceid=V0-153-f80ea8845bb98746&clickBeacon=b202f6b0-130c-11f1-8b1d-f592bcc6a509%7E3&requestid=20260226211427193047659376&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","슈가파우더","8771744085"
"신선약초 눈꽃 슈가, 120g, 4개","26000","120","216.6667","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=8255345354&itemId=25591425702&vendorItemId=92582205413&traceid=V0-153-65558517cb74b1e1&clickBeacon=b202cfa0-130c-11f1-8de2-901ed70e64e4%7E3&requestid=20260226211427193047659376&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","슈가파우더","8255345354"
"쿠킹스토리 아몬드 분말","5860","1000","5.86","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=5269745164&itemId=17642359&vendorItemId=92899659429&traceid=V0-153-e00183383f28c8b3&requestid=20260226211429837096874203&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","아몬드가루","5269745164"
"알티스트 아몬드 파우더","8450","1000","8.45","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=7070572320&itemId=27216813888&vendorItemId=79852267485&traceid=V0-153-3f916f937c3c6e24&requestid=20260226211429837096874203&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","아몬드가루","7070572320"
"볶은 아몬드분말 1 kg/껍질째 갈아만든 볶음 아몬드 분말/구운","11510","1000","11.51","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=7612230820&itemId=25191318814&vendorItemId=79331264762&traceid=V0-153-d93fa94efe00e5b3&requestid=20260226211429837096874203&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","아몬드가루","7612230820"
"피키너츠 견과류 무염 생 아몬드, 1개, 1kg","19000","1000","19.0","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=8882533556&itemId=25924558997&vendorItemId=92909991608&traceid=V0-153-54b481ecc746e50b&clickBeacon=b393a8d0-130c-11f1-893f-36092060d827%7E3&requestid=20260226211429837096874203&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","아몬드가루","8882533556"
"너츠브라더 아몬드 분말, 2개","20900","1000","20.9","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=7308239609&itemId=27478610933&vendorItemId=94443795163&traceid=V0-153-323bb9db12930a06&clickBeacon=b393a8d0-130c-11f1-aa81-684254722842%7E3&requestid=20260226211429837096874203&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","아몬드가루","7308239609"
"오도독상점 아몬드가루 100%, 2개, 1kg","33900","1000","33.9","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=8792467305&itemId=25689026046&vendorItemId=92678267607&traceid=V0-153-8f4a6922fe929f54&clickBeacon=b393a8d0-130c-11f1-8d28-5ddf0ad275df%7E3&requestid=20260226211429837096874203&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","아몬드가루","8792467305"
"건강한우리집비옴 고소한 생 아몬드 가루 100%분말, 5개","55590","1000","55.59","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=6636039211&itemId=26766197540&vendorItemId=94614862248&traceid=V0-153-db1c1b5f704eb779&clickBeacon=b393a8d0-130c-11f1-ad29-62ac5ca17913%7E3&requestid=20260226211429837096874203&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","아몬드가루","6636039211"
"산양유 500ml x 9병 1박스, 9개, 500ml","54000","4500","12.0","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=7253055253&itemId=17853988824&vendorItemId=85017329405&traceid=V0-153-d972bba93a90d07e&clickBeacon=b3d6cc50-130c-11f1-8480-cb4e6a527f22%7E3&requestid=20260226211430273283069909&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","우유","7253055253"
"서울우유 멸균 흰우유","15080","1000","15.08","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=4975075206&itemId=20185206891&vendorItemId=71237681228&traceid=V0-153-7148c9fba7475e9f&requestid=20260226211430273283069909&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","우유","4975075206"
"연세우유 멸균 흰우유","15840","1000","15.84","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=3955632&itemId=19336360&vendorItemId=90083625528&traceid=V0-153-8a4651481fb71b95&requestid=20260226211430273283069909&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","우유","3955632"
"매일유업 소화가 잘되는 우유 저지방","18500","1000","18.5","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=4866924796&itemId=6318908928&vendorItemId=89168968099&traceid=V0-153-8b629bbe5ab06a1f&requestid=20260226211430273283069909&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","우유","4866924796"
"곰곰 신선한 1A 우유","22140","1000","22.14","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=1232968322&itemId=19223670182&vendorItemId=86340356463&traceid=V0-153-1fc5b0b4f277ae56&requestid=20260226211430273283069909&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","우유","1232968322"
"맛있는우유GT","27960","1000","27.96","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=6436856710&itemId=23585807716&vendorItemId=85072691748&traceid=V0-153-2a6f944443573a0e&requestid=20260226211430273283069909&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","우유","6436856710"
"데이리스타 밀쉬 저지방 멸균우유, 1L, 24개","52800","1000","52.8","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=7193817761&itemId=19667490885&vendorItemId=86773133886&traceid=V0-153-926f1044c8961dc2&clickBeacon=b3d6cc50-130c-11f1-994b-449f9f0ac004%7E3&requestid=20260226211430273283069909&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","우유","7193817761"
"데이리스타 밀쉬 멸균우유, 1L, 36개","83520","1000","83.52","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=332850485&itemId=24271821264&vendorItemId=91288326682&traceid=V0-153-7fc65a7606dcf810&clickBeacon=b3d6cc50-130c-11f1-a501-934058c57102%7E3&requestid=20260226211430273283069909&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","우유","332850485"
"무항생제 인증 1등급 원유 제주 지헌목장 홍스요구르트 무슈가 500ml, 9개, 500ml","48000","500","96.0","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=9080834514&itemId=26866521733&vendorItemId=93836163670&traceid=V0-153-3b241bf26c0ebc50&clickBeacon=b3d6cc50-130c-11f1-918c-ca6b8b66c386%7E3&requestid=20260226211430273283069909&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","우유","9080834514"
"브레드가든 인스턴트 이스트","3040","1000","3.04","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=282875628&itemId=398304213&vendorItemId=3090999275&traceid=V0-153-61284133ba5283b6&requestid=20260226211428072133107636&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","인스턴트이스트","282875628"
"백설 중력 밀가루","3420","1000","3.42","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=7680325877&itemId=25080602159&vendorItemId=91288209106&traceid=V0-153-b4d85cc580e7e8fe&requestid=20260226211425864297475306&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","중력분","7680325877"
"아이엠소스 바사삭 돈까스 파우더 베타믹스, 1개, 500g","11000","500","22.0","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=9000391716&itemId=26375081299&vendorItemId=93362261630&traceid=V0-153-1a9c3c73a9e4ce1f&clickBeacon=b137b770-130c-11f1-b299-1a441d448f35%7E3&requestid=20260226211425864297475306&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","중력분","9000391716"
"국산 토종 앉은뱅이 통밀가루(박력분), 4개, 700g","20650","700","29.5","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=7202013533&itemId=23676334682&vendorItemId=93555108523&traceid=V0-153-5682da2ecd1c2500&clickBeacon=b137b770-130c-11f1-92ae-f776b4358173%7E3&requestid=20260226211425864297475306&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","중력분","7202013533"
"코코아 함량 25% 진하고 맛있는 다크 초코칩","5900","1000","5.9","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=7649365015&itemId=20348810579&vendorItemId=92490852087&traceid=V0-153-16c2f697f2f036fb&requestid=20260226211429231273828819&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","초콜릿칩","7649365015"
"허쉬 미니 세미스위트 초콜릿칩","6320","1000","6.32","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=7193536234&itemId=18330012537&vendorItemId=85474581479&traceid=V0-153-16954e1cf0faa10b&requestid=20260226211429231273828819&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","초콜릿칩","7193536234"
"SKY 다크초코칩","8300","1000","8.3","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=6138530431&itemId=19344756351&vendorItemId=71583285146&traceid=V0-153-e2c358951d10958b&requestid=20260226211429231273828819&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","초콜릿칩","6138530431"
"쿠킹스토리 칼리바우트 다크 청크초콜릿 초코칩","15880","1000","15.88","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=7160411139&itemId=24606560531&vendorItemId=91617955929&traceid=V0-153-e620752af80adf93&requestid=20260226211429231273828819&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","초콜릿칩","7160411139"
"퀘스트뉴트리션 프로틴 바 초콜렛 칩 쿠키 도우 맛 12개입, 720g, 1개","45910","720","63.7639","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=6473479350&itemId=6140630482&vendorItemId=3273024094&traceid=V0-153-5adf4fbd51949fb2&clickBeacon=b33a1720-130c-11f1-9a7a-0cb9f4f926d7%7E3&requestid=20260226211429231273828819&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","초콜릿칩","6473479350"
"벤앤제리스 카라멜 수트라 코어 아이스크림 파인트 473ml, 4개, 473ml","43800","473","92.6004","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=9072000013&itemId=26643344220&vendorItemId=93616864155&traceid=V0-153-0c1030b8d018e5ce&clickBeacon=b33a1720-130c-11f1-842c-4abf7c0c033e%7E3&requestid=20260226211429231273828819&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","초콜릿칩","9072000013"
"벤앤제리스 하프베이크드 아이스크림 파인트 473ml, 4개, 473ml","43800","473","92.6004","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=9072148584&itemId=26643938745&vendorItemId=93616892404&traceid=V0-153-67c6196ff72c8634&clickBeacon=b33a1720-130c-11f1-8557-512f7d9097bf%7E3&requestid=20260226211429231273828819&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","초콜릿칩","9072148584"
"브레드가든 템퍼링이 되어있는 코코아파우더","3800","1000","3.8","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=8814783762&itemId=25682997946&vendorItemId=92672302268&traceid=V0-153-d443beeb4dc08080&requestid=20260226211428903220983212&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","코코아파우더","8814783762"
"쓴맛이 덜한 부드러운 무가당 프리미엄 코코아가루","5760","1000","5.76","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=25374718&itemId=24723625683&vendorItemId=92489742809&traceid=V0-153-ff6da04ebe2106fb&requestid=20260226211428903220983212&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","코코아파우더","25374718"
"큐원 코코아 파우더","7480","1000","7.48","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=7214276245&itemId=18626432872&vendorItemId=85761810577&traceid=V0-153-d92fb7f5628a49db&requestid=20260226211428903220983212&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","코코아파우더","7214276245"
"허쉬 코코아 파우더","10010","1000","10.01","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=5654840286&itemId=11155674712&vendorItemId=93317575378&traceid=V0-153-7c11118d4b3fc188&requestid=20260226211428903220983212&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","코코아파우더","5654840286"
"죠애나 무가당 코코아 카카오 가루 파우더 분말 100%","29900","1000","29.9","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=8185856634&itemId=23410145338&vendorItemId=90890860162&traceid=V0-153-d90dfbeb4e857722&requestid=20260226211428903220983212&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","코코아파우더","8185856634"
"colorfood 코코아 파우더, 600g, 1개입, 2개","42480","600","70.8","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=5502853827&itemId=18763845320&vendorItemId=90759118788&traceid=V0-153-2155f9d0179065e8&clickBeacon=b306ab10-130c-11f1-885b-9fe921b10b36%7E3&requestid=20260226211428903220983212&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","코코아파우더","5502853827"
"네이쳐티 zero 초코 파우더, 500g, 1개입, 5개","51250","500","102.5","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=8085483047&itemId=27302908789&vendorItemId=94269437171&traceid=V0-153-8c11258dffd2d292&clickBeacon=b306ab10-130c-11f1-afae-72af0db22b97%7E3&requestid=20260226211428903220983212&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","코코아파우더","8085483047"
"민트라벨 자바칩 파우더 1kg I 커피칩 분말 I 카페용 시럽 대체 I 초코칩 향 자바칩 I 자바칩 분말, 12개, 1kg, 1개입","155450","1000","155.45","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=7370720051&itemId=25249770554&vendorItemId=92245483844&traceid=V0-153-a991512e96c0906b&clickBeacon=b306ab10-130c-11f1-99fc-225a6ac87949%7E3&requestid=20260226211428903220983212&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","코코아파우더","7370720051"
"복음자리 초콜릿 파우더, 16개입, 1개","167400","1000","167.4","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=1310249065&itemId=26605348578&vendorItemId=93578470618&traceid=V0-153-31965a14a77c42d0&clickBeacon=b3068400-130c-11f1-b9e4-0e7834cad02b%7E3&requestid=20260226211428903220983212&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","코코아파우더","1310249065"
"프리미엄 진하고 고소한 무가당 다크 카카오파우더 코코아파우더, 400g, 3개, 1개입","117000","400","292.5","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=8574895039&itemId=25467072572&vendorItemId=92459606017&traceid=V0-153-99c2e0f8fd438987&clickBeacon=b306ab10-130c-11f1-8e65-72dc15c30717%7E3&requestid=20260226211428903220983212&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","코코아파우더","8574895039"
"[로켓프레시] 필라델피아 크림치즈","8750","1000","8.75","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=7319954910&itemId=19224584540&vendorItemId=86341247037&traceid=V0-153-2ee5e0d4abd16a30&requestid=20260226211430619229798237&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","크림치즈","7319954910"
"앵커 크림치즈","11600","1000","11.6","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=206818856&itemId=611114933&vendorItemId=4603557443&traceid=V0-153-edcac4671517119e&requestid=20260226211430619229798237&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","크림치즈","206818856"
"앵커크림치즈 1KG","13590","1000","13.59","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=189106649&itemId=19025675649&vendorItemId=91314859380&traceid=V0-153-9be2c7c3c757520d&requestid=20260226211430619229798237&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","크림치즈","189106649"
"[로켓프레시] 덴마크 동원 리코타 치즈, 1kg, 1개입, 2개","28750","1000","28.75","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=7216512434&itemId=27384203812&vendorItemId=94350035621&traceid=V0-153-68b55e033a8e39d2&clickBeacon=b40b97f0-130c-11f1-8b34-34bd44918ad7%7E3&requestid=20260226211430619229798237&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","크림치즈","7216512434"
"끼리 크림치즈 스프레드 그릭스타일, 200g, 1개입, 6개","33150","200","165.75","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=5832112333&itemId=19233420297&vendorItemId=86349883234&traceid=V0-153-d494abcd3ec0631c&clickBeacon=b40b97f0-130c-11f1-9d18-8dafcf302acd%7E3&requestid=20260226211430619229798237&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","크림치즈","5832112333"
"영준목장 수제크림치즈 딸기, 150g, 1개입, 4개","43200","150","288.0","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=245758982&itemId=27087185174&vendorItemId=94055422294&traceid=V0-153-15bd3c124023ae68&clickBeacon=b40b97f0-130c-11f1-93ee-24736f53a3bc%7E3&requestid=20260226211430619229798237&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","크림치즈","245758982"
"끼리 딥앤크런치 통밀 가공치즈 + 과자, 35g, 3개입, 6개","30800","35","880.0","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=6089861658&itemId=19295895370&vendorItemId=86410530551&traceid=V0-153-40dbcaf7c428dcb9&clickBeacon=b40b97f0-130c-11f1-9507-34fbe40134f7%7E3&requestid=20260226211430619229798237&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","크림치즈","6089861658"
"끼리 딥앤크런치 플레인 가공치즈 + 과자, 35g, 4개입, 6개","39960","35","1141.7143","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=5832112391&itemId=19272212061&vendorItemId=86387381350&traceid=V0-153-ca8e2bf39855af13&clickBeacon=b40b97f0-130c-11f1-8a69-c6cc15d38720%7E3&requestid=20260226211430619229798237&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","크림치즈","5832112391"
"큐원 통밀가루 10kg","14520","10000","1.452","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=1071744830&itemId=21045376001&vendorItemId=71136390072&traceid=V0-153-fcf8920ad74a6044&requestid=20260226211426190304537637&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","통밀가루","1071744830"
"0156.유기농통밀가루-선인2.27kg","10190","2270","4.489","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=7590946270&itemId=18505223387&vendorItemId=76118512481&traceid=V0-153-15f9f83f63b41cd3&requestid=20260226211426190304537637&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","통밀가루","7590946270"
"백설 통밀밀가루","4520","1000","4.52","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=8401834554&itemId=15765831823&vendorItemId=85761891495&traceid=V0-153-99a396f5a90fd952&requestid=20260226211426190304537637&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","통밀가루","8401834554"
"선인 유기농 통밀가루 2.268Kg","21300","2268","9.3915","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=7792833387&itemId=19247292476&vendorItemId=86363138798&traceid=V0-153-815129904ac6d9d6&requestid=20260226211426190304537637&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","통밀가루","7792833387"
"비정제설탕 마스코바도 15KG, 1개, 15kg","37900","15000","2.5267","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=9169145919&itemId=27020044757&vendorItemId=93988663671&traceid=V0-153-278b894cd8264c99&clickBeacon=b1e53580-130c-11f1-a8f1-d39840f6b20f%7E3&requestid=20260226211427015143617055&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","황설탕","9169145919"
"백설 갈색설탕","6000","1000","6.0","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=475749&itemId=16745185326&vendorItemId=91052808714&traceid=V0-153-5327065fa58b591d&requestid=20260226211427015143617055&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","황설탕","475749"
"깨끗한 비정제원당, 3kg, 3개","36890","3000","12.2967","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=78366428&itemId=20328073981&vendorItemId=87413299759&traceid=V0-153-e55cae342106d6f4&clickBeacon=b1e53580-130c-11f1-8c0d-ce28e5ebea2a%7E3&requestid=20260226211427015143617055&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","황설탕","78366428"
"큐원 갈색설탕","27400","1000","27.4","https://link.coupang.com/re/AFFSDP?lptag=AF7912448&pageKey=9365274056&itemId=19883406756&vendorItemId=70805870305&traceid=V0-153-8f456f864622f0a1&requestid=20260226211427015143617055&token=31850C%7CMIXED&landing_exp=APP_LANDING_A","황설탕","9365274056"
